"","tf","confidence","target","mor"
"9109","HNF4A","A","ALDH6A1",1
"9110","HNF4A","A","ALDOB",1
"9111","HNF4A","A","ANK3",1
"9112","HNF4A","A","APOA1",1
"9113","HNF4A","A","APOA2",1
"9114","HNF4A","A","APOA4",1
"9115","HNF4A","A","APOB",1
"9116","HNF4A","A","APOC3",1
"9117","HNF4A","A","BPHL",1
"9118","HNF4A","A","C1QTNF5",1
"9119","HNF4A","A","C3",1
"9120","HNF4A","A","CDKN1A",1
"9121","HNF4A","A","CEACAM1",1
"9122","HNF4A","A","CEBPA",1
"9123","HNF4A","A","CLDN4",1
"9124","HNF4A","A","CYP26A1",1
"9125","HNF4A","A","CYP27A1",1
"9126","HNF4A","A","CYP2B6",1
"9127","HNF4A","A","CYP2C8",1
"9128","HNF4A","A","CYP2C9",1
"9129","HNF4A","A","CYP2D6",1
"9130","HNF4A","A","CYP3A4",1
"9131","HNF4A","A","CYP7A1",-1
"9132","HNF4A","A","CYP8B1",1
"9133","HNF4A","A","DSC2",1
"9134","HNF4A","A","EBP",1
"9135","HNF4A","A","EFHD1",1
"9136","HNF4A","A","EPHX1",1
"9137","HNF4A","A","EPHX2",1
"9138","HNF4A","A","EPO",1
"9139","HNF4A","A","EPS15L1",1
"9140","HNF4A","A","F10",1
"9141","HNF4A","A","F2",1
"9142","HNF4A","A","FABP2",1
"9143","HNF4A","A","G6PC",1
"9144","HNF4A","A","G6PC3",1
"9145","HNF4A","A","GFER",-1
"9146","HNF4A","A","GH1",-1
"9147","HNF4A","A","GHR",1
"9148","HNF4A","A","GPR39",1
"9149","HNF4A","A","GUCY2C",1
"9150","HNF4A","A","HNF1A",1
"9151","HNF4A","A","LDLR",1
"9152","HNF4A","A","LIPC",1
"9153","HNF4A","A","MME",1
"9154","HNF4A","A","MYC",1
"9155","HNF4A","A","NELL2",1
"9156","HNF4A","A","NPC1L1",1
"9157","HNF4A","A","NR1I2",1
"9158","HNF4A","A","PCK1",1
"9159","HNF4A","A","PCK2",1
"9160","HNF4A","A","PCSK9",1
"9161","HNF4A","A","PKLR",1
"9162","HNF4A","A","PPARA",1
"9163","HNF4A","A","PROS1",1
"9164","HNF4A","A","PROZ",1
"9165","HNF4A","A","PRPF3",1
"9166","HNF4A","A","RNASE2",1
"9167","HNF4A","A","SELENOP",1
"9168","HNF4A","A","SERPINA1",1
"9169","HNF4A","A","SERPINC1",1
"9170","HNF4A","A","SHBG",1
"9171","HNF4A","A","SLC22A6",1
"9172","HNF4A","A","SLC26A3",1
"9173","HNF4A","A","SLC2A2",1
"9174","HNF4A","A","SOAT2",1
"9175","HNF4A","A","SULT2A1",1
"9176","HNF4A","A","TASP1",1
"9177","HNF4A","A","TBP",1
"9178","HNF4A","A","TCF7L2",1
"9179","HNF4A","A","TGFA",1
"9180","HNF4A","A","UGT1A6",1
"9181","HNF4A","A","UGT1A9",1
"9182","HNF4A","A","UGT2B7",1
"9183","HNF4A","A","VEGFD",1
"9184","HNF4G","C","AKR1C4",1
"9185","HNF4G","C","APOA4",1
"9186","HNF4G","C","CYP2D6",1
"9187","HNF4G","C","SERPINA1",1
"9188","HNF4G","C","SHBG",1
"9189","HNF4G","C","DOK4",1
"9190","HNF4G","C","WWC1",1
"9191","HNF4G","C","ABAT",1
"9192","HNF4G","C","ABLIM1",1
"9193","HNF4G","C","ACOT7",1
"9194","HNF4G","C","AGXT",1
"9195","HNF4G","C","ALDH1A1",1
"9196","HNF4G","C","ALDH2",1
"9197","HNF4G","C","ALDH3B1",1
"9198","HNF4G","C","ATP11A",1
"9199","HNF4G","C","ATP2B2",1
"9200","HNF4G","C","ATP8B1",1
"9201","HNF4G","C","BCAS3",1
"9202","HNF4G","C","BCOR",1
"9203","HNF4G","C","CD99",1
"9204","HNF4G","C","CPQ",1
"9205","HNF4G","C","CREB3L3",1
"9206","HNF4G","C","DUSP9",1
"9207","HNF4G","C","EHF",1
"9208","HNF4G","C","ERBB3",1
"9209","HNF4G","C","FLNB",1
"9210","HNF4G","C","GRAMD4",1
"9211","HNF4G","C","HNF1A",1
"9212","HNF4G","C","HNF1B",1
"9213","HNF4G","C","HPCAL1",1
"9214","HNF4G","C","HSD17B2",1
"9215","HNF4G","C","IQGAP2",1
"9216","HNF4G","C","KCNAB2",1
"9217","HNF4G","C","KDM6B",1
"9218","HNF4G","C","MYLK",1
"9219","HNF4G","C","MYO18A",1
"9220","HNF4G","C","NCOA4",1
"9221","HNF4G","C","NEDD4L",1
"9222","HNF4G","C","PLEC",1
"9223","HNF4G","C","RAB11FIP4",1
"9224","HNF4G","C","RBM47",1
"9225","HNF4G","C","RGS3",1
"9226","HNF4G","C","RNF43",1
"9227","HNF4G","C","RREB1",1
"9228","HNF4G","C","SEC14L1",1
"9229","HNF4G","C","SELENOP",1
"9230","HNF4G","C","SLCO2B1",1
"9231","HNF4G","C","SORBS1",1
"9232","HNF4G","C","SPATS2L",1
"9233","HNF4G","C","SPHK1",1
"9234","HNF4G","C","STK24",1
"9235","HNF4G","C","TACC2",1
"9236","HNF4G","C","TMEM37",1
"9237","HNF4G","C","TMPRSS2",1
"9238","HNF4G","C","VAMP5",1
"9239","HNF4G","C","WNK2",1
"9240","HOXA1","D","BCL2",1
"9241","HOXA1","D","CCND1",1
"9242","HOXA1","D","EPAS1",1
"9243","HOXA1","D","IER3",1
"9244","HOXA1","D","IRF3",1
"9245","HOXA1","D","LYL1",1
"9246","HOXA1","D","MYC",1
"9247","HOXA1","D","NCAM1",1
"9248","HOXA1","D","PCNA",1
"9249","HOXA1","D","PRPH",1
"9250","HOXA1","D","REN",1
"9251","HOXA1","D","TST",1
"9252","HOXA10","D","EMX2",-1
"9253","HOXA10","D","IGFBP1",1
"9254","HOXA10","D","ITGB3",1
"9255","HOXA10","D","PHGDH",-1
"9256","HOXA10","D","BHLHE22",1
"9257","HOXA10","D","CDKN1C",-1
"9258","HOXA10","D","ID2",1
"9259","HOXA10","D","IL11",-1
"9260","HOXA10","D","IL15",1
"9261","HOXA10","D","KLF9",-1
"9262","HOXA10","D","LYL1",1
"9263","HOXA10","D","MYCN",-1
"9264","HOXA10","D","SNAI1",-1
"9265","HOXA10","D","TP53",1
"9266","HOXA10","D","WT1",1
"9267","HOXA9","C","AGTPBP1",1
"9268","HOXA9","C","ARHGAP15",1
"9269","HOXA9","C","CRYZL1",1
"9270","HOXA9","C","DYRK1A",1
"9271","HOXA9","C","GHR",1
"9272","HOXA9","C","GSAP",1
"9273","HOXA9","C","HECW2",1
"9274","HOXA9","C","IPCEF1",1
"9275","HOXA9","C","MAST2",1
"9276","HOXA9","C","NAV2",1
"9277","HOXA9","C","NEMP1",1
"9278","HOXA9","C","NF1",1
"9279","HOXA9","C","PPARG",1
"9280","HOXA9","C","RALGAPA2",1
"9281","HOXA9","C","RERE",1
"9282","HOXA9","C","RGS13",1
"9283","HOXA9","C","RNF111",1
"9284","HOXA9","C","SPAG17",1
"9285","HOXA9","C","SPOCK1",1
"9286","HOXA9","C","TLE4",1
"9287","HOXA9","C","VIM",1
"9288","HOXA9","C","ZNF503",1
"9289","HOXB13","C","TCF4",-1
"9290","HOXB13","C","ADAM7",1
"9291","HOXB13","C","AKAP13",1
"9292","HOXB13","C","ANK3",1
"9293","HOXB13","C","ARHGAP32",1
"9294","HOXB13","C","BNC2",1
"9295","HOXB13","C","CNTN4",1
"9296","HOXB13","C","CNTNAP5",1
"9297","HOXB13","C","COL14A1",1
"9298","HOXB13","C","COP1",1
"9299","HOXB13","C","CTNNAL1",1
"9300","HOXB13","C","DLG2",1
"9301","HOXB13","C","DNAH11",1
"9302","HOXB13","C","DOCK4",1
"9303","HOXB13","C","DOCK9",1
"9304","HOXB13","C","EPB41L2",1
"9305","HOXB13","C","ERG",1
"9306","HOXB13","C","ESR1",1
"9307","HOXB13","C","ESRRG",1
"9308","HOXB13","C","EXOC4",1
"9309","HOXB13","C","FRYL",1
"9310","HOXB13","C","GHR",1
"9311","HOXB13","C","LNX1",1
"9312","HOXB13","C","MAP1B",1
"9313","HOXB13","C","MID1",1
"9314","HOXB13","C","MRTFB",1
"9315","HOXB13","C","NFIA",1
"9316","HOXB13","C","NRXN1",1
"9317","HOXB13","C","NUMB",1
"9318","HOXB13","C","PCNX1",1
"9319","HOXB13","C","PDE4D",1
"9320","HOXB13","C","PSD3",1
"9321","HOXB13","C","RALGAPA1",1
"9322","HOXB13","C","RFX3",1
"9323","HOXB13","C","RIT2",1
"9324","HOXB13","C","RYR2",1
"9325","HOXB13","C","SEMA3C",1
"9326","HOXB13","C","SGIP1",1
"9327","HOXB13","C","SND1",1
"9328","HOXB13","C","STARD13",1
"9329","HOXB13","C","SVIL",1
"9330","HOXB13","C","TAFA1",1
"9331","HOXB13","C","TDRD3",1
"9332","HOXB13","C","THRB",1
"9333","HOXB13","C","THSD7A",1
"9334","HOXB13","C","TRIO",1
"9335","HOXB7","D","FGF2",1
"9336","HOXB7","D","ASPH",1
"9337","HOXB7","D","GNG4",1
"9338","HOXB7","D","PPFIBP2",1
"9339","HOXB7","D","PPP5C",1
"9340","HOXB7","D","ABHD11",1
"9341","HOXB7","D","AC006076.1",1
"9342","HOXB7","D","AC007365.1",1
"9343","HOXB7","D","AC007394.3",1
"9344","HOXB7","D","AC009500.2",1
"9345","HOXB7","D","AC011513.4",1
"9346","HOXB7","D","AC022173.2",1
"9347","HOXB7","D","AC062020.2",1
"9348","HOXB7","D","AC067969.2",1
"9349","HOXB7","D","AC104698.2",1
"9350","HOXB7","D","ADORA2B",1
"9351","HOXB7","D","APMAP",1
"9352","HOXB7","D","ARHGAP26",1
"9353","HOXB7","D","ARHGEF38",1
"9354","HOXB7","D","ARID1B",1
"9355","HOXB7","D","ATP6V1D",1
"9356","HOXB7","D","AUTS2",1
"9357","HOXB7","D","BAALC",1
"9358","HOXB7","D","BMI1P1",1
"9359","HOXB7","D","BNC1",1
"9360","HOXB7","D","C10ORF10",1
"9361","HOXB7","D","C10ORF105",1
"9362","HOXB7","D","C10ORF11",1
"9363","HOXB7","D","C12ORF42",1
"9364","HOXB7","D","C7ORF71",1
"9365","HOXB7","D","CACNG1",1
"9366","HOXB7","D","CASZ1",1
"9367","HOXB7","D","CCDC85C",1
"9368","HOXB7","D","CCND1",1
"9369","HOXB7","D","CDKN1B",-1
"9370","HOXB7","D","CNTNAP2",1
"9371","HOXB7","D","COL12A1",1
"9372","HOXB7","D","COPZ2",1
"9373","HOXB7","D","CTBS",1
"9374","HOXB7","D","CTC",1
"9375","HOXB7","D","CTD",1
"9376","HOXB7","D","DAPK1",-1
"9377","HOXB7","D","DCAF11",1
"9378","HOXB7","D","EEF2K",1
"9379","HOXB7","D","EGFR",1
"9380","HOXB7","D","EIF2A",1
"9381","HOXB7","D","EPS15L1",1
"9382","HOXB7","D","ETV1",1
"9383","HOXB7","D","EXT1",1
"9384","HOXB7","D","FGF13",1
"9385","HOXB7","D","FOXJ2",1
"9386","HOXB7","D","FRMPD3",1
"9387","HOXB7","D","GLI3",1
"9388","HOXB7","D","GPR84",1
"9389","HOXB7","D","GREB1",1
"9390","HOXB7","D","H3-5",1
"9391","HOXB7","D","HMGN2P38",1
"9392","HOXB7","D","IKZF3",1
"9393","HOXB7","D","ING3",1
"9394","HOXB7","D","ITGB1BP1",1
"9395","HOXB7","D","KB",1
"9396","HOXB7","D","KCNIP3",1
"9397","HOXB7","D","KMT2E",1
"9398","HOXB7","D","KRT15",1
"9399","HOXB7","D","LINC00458",1
"9400","HOXB7","D","LINC00677",1
"9401","HOXB7","D","LINC00992",1
"9402","HOXB7","D","LINC01526",1
"9403","HOXB7","D","LINC01645",1
"9404","HOXB7","D","LINC01667",1
"9405","HOXB7","D","LINC02062",1
"9406","HOXB7","D","MAL2",1
"9407","HOXB7","D","MAML3",1
"9408","HOXB7","D","MAP1LC3B",1
"9409","HOXB7","D","MAP2",1
"9410","HOXB7","D","MBNL1",1
"9411","HOXB7","D","MCAT",1
"9412","HOXB7","D","MEGF11",1
"9413","HOXB7","D","METAZOA_SRP.58",1
"9414","HOXB7","D","MID1",1
"9415","HOXB7","D","MIPOL1",1
"9416","HOXB7","D","MIR181A1HG",1
"9417","HOXB7","D","MIR3174",1
"9418","HOXB7","D","MIR4756",1
"9419","HOXB7","D","MIR606",1
"9420","HOXB7","D","MMP2",1
"9421","HOXB7","D","MMS19",1
"9422","HOXB7","D","MYLPF",1
"9423","HOXB7","D","MYO1B",1
"9424","HOXB7","D","NAV2",1
"9425","HOXB7","D","NUDT6",1
"9426","HOXB7","D","NUP93",1
"9427","HOXB7","D","OC90",1
"9428","HOXB7","D","OTX1",1
"9429","HOXB7","D","PAH",1
"9430","HOXB7","D","PBX1",1
"9431","HOXB7","D","PDGFA",1
"9432","HOXB7","D","PHF14",1
"9433","HOXB7","D","PLD1",1
"9434","HOXB7","D","PMEPA1",1
"9435","HOXB7","D","PPP2R5C",1
"9436","HOXB7","D","PRKAG2",1
"9437","HOXB7","D","PRPF31",1
"9438","HOXB7","D","PRR13",1
"9439","HOXB7","D","RBM5",1
"9440","HOXB7","D","RERE",1
"9441","HOXB7","D","RHO",1
"9442","HOXB7","D","RHOF",1
"9443","HOXB7","D","RN7SL499P",1
"9444","HOXB7","D","RNA5SP136",1
"9445","HOXB7","D","RNA5SP205",1
"9446","HOXB7","D","RNU12",1
"9447","HOXB7","D","RNU4ATAC8P",1
"9448","HOXB7","D","RNU6-1",1
"9449","HOXB7","D","RNU6ATAC20P",1
"9450","HOXB7","D","RP1",1
"9451","HOXB7","D","RPL21P93",1
"9452","HOXB7","D","RPL26P9",1
"9453","HOXB7","D","RPL31P20",1
"9454","HOXB7","D","RPS6P4",1
"9455","HOXB7","D","SARS2",1
"9456","HOXB7","D","SCGB1D2",1
"9457","HOXB7","D","SH2D3C",1
"9458","HOXB7","D","SHANK2",1
"9459","HOXB7","D","SHISAL1",1
"9460","HOXB7","D","SIL1",1
"9461","HOXB7","D","SLC22A23",1
"9462","HOXB7","D","SNORA11B",1
"9463","HOXB7","D","SNORA25.1",1
"9464","HOXB7","D","SNORD42.1",1
"9465","HOXB7","D","SREBF2-AS1",1
"9466","HOXB7","D","SUSD3",1
"9467","HOXB7","D","TANK",1
"9468","HOXB7","D","THBS2",-1
"9469","HOXB7","D","TPD52L1",1
"9470","HOXB7","D","TPK1",1
"9471","HOXB7","D","TTC1",1
"9472","HOXB7","D","UBXN10",1
"9473","HOXB7","D","UVRAG",1
"9474","HOXB7","D","VEGFA",1
"9475","HOXB7","D","VEZF1",1
"9476","HOXB7","D","VMP1",1
"9477","HOXB7","D","WNT5A",1
"9478","HOXB7","D","ZNF395",1
"9479","HOXB7","D","ZNF587P1",1
"9480","HOXB7","D","ZNF837",1
"9481","HOXB7","D","ZPLD1",1
"9482","HOXC11","D","LCT",1
"9483","HOXC11","D","EEF1A1",1
"9484","HOXC11","D","ELAVL4",1
"9485","HOXC11","D","ESR1",1
"9486","HOXC11","D","MCAT",1
"9487","HOXC11","D","MIR34A",1
"9488","HOXC11","D","MTATP6P1",1
"9489","HOXC11","D","MTND2P28",1
"9490","HOXC11","D","NCOA1",1
"9491","HOXC11","D","PACERR",1
"9492","HOXC11","D","S100B",1
"9493","HOXC11","D","SLC25A12",1
"9494","HOXC11","D","TERT",1
"9495","HSF1","B","BAG3",-1
"9496","HSF1","B","HSPA1A",1
"9497","HSF1","B","HSPA1B",1
"9498","HSF1","B","HSPA4",1
"9499","HSF1","B","NAT1",1
"9500","HSF1","B","DNAH17",1
"9501","HSF1","B","HPCAL1",1
"9502","HSF1","B","HSPA6",1
"9503","HSF1","B","MKNK2",1
"9504","HSF1","B","NADK",1
"9505","HSF1","B","STIP1",1
"9506","HSF1","B","UBB",1
"9507","IKZF1","C","ARHGAP18",1
"9508","IKZF1","C","ARID1A",1
"9509","IKZF1","C","ATP8B4",1
"9510","IKZF1","C","CDYL",1
"9511","IKZF1","C","CHST11",1
"9512","IKZF1","C","CYRIB",1
"9513","IKZF1","C","DOCK11",1
"9514","IKZF1","C","ELF4",1
"9515","IKZF1","C","ERC1",1
"9516","IKZF1","C","FYB1",1
"9517","IKZF1","C","GRAP2",1
"9518","IKZF1","C","IL10RA",1
"9519","IKZF1","C","IQGAP2",1
"9520","IKZF1","C","ITPR1",1
"9521","IKZF1","C","KCNAB2",1
"9522","IKZF1","C","KDM2B",1
"9523","IKZF1","C","LYN",1
"9524","IKZF1","C","MAD1L1",1
"9525","IKZF1","C","NABP1",1
"9526","IKZF1","C","NEK6",1
"9527","IKZF1","C","OSBPL3",1
"9528","IKZF1","C","PIK3AP1",1
"9529","IKZF1","C","PIP4K2A",1
"9530","IKZF1","C","PLB1",1
"9531","IKZF1","C","PREX1",1
"9532","IKZF1","C","PRKCB",1
"9533","IKZF1","C","PTK2B",1
"9534","IKZF1","C","PTPRJ",1
"9535","IKZF1","C","SAMSN1",1
"9536","IKZF1","C","SMAP2",1
"9537","IKZF1","C","SMOX",1
"9538","IKZF1","C","ST6GAL1",1
"9539","IKZF1","C","STK10",1
"9540","IKZF1","C","SUSD1",1
"9541","IKZF1","C","TET3",1
"9542","IKZF1","C","TNFAIP8",1
"9543","IKZF1","C","TRIB3",1
"9544","IKZF1","C","WNT5B",1
"9545","IKZF1","C","ZEB2",1
"9546","IKZF1","C","ZFYVE28",1
"9547","IRF1","A","CASP7",1
"9548","IRF1","A","CCL5",1
"9549","IRF1","A","CD40",1
"9550","IRF1","A","CDK2",-1
"9551","IRF1","A","CEACAM1",1
"9552","IRF1","A","CIITA",1
"9553","IRF1","A","CXCL10",1
"9554","IRF1","A","CYBB",1
"9555","IRF1","A","DDX58",1
"9556","IRF1","A","DST",-1
"9557","IRF1","A","EIF2AK2",1
"9558","IRF1","A","FOXP3",-1
"9559","IRF1","A","HLA-A",1
"9560","IRF1","A","HLA-G",1
"9561","IRF1","A","IFIT3",1
"9562","IRF1","A","IFNA1",1
"9563","IRF1","A","IFNB1",1
"9564","IRF1","A","IL10",1
"9565","IRF1","A","IL12A",1
"9566","IRF1","A","IL12B",1
"9567","IRF1","A","IL15",1
"9568","IRF1","A","IL27",1
"9569","IRF1","A","IL4",1
"9570","IRF1","A","IL5",1
"9571","IRF1","A","IRF2",1
"9572","IRF1","A","OGN",1
"9573","IRF1","A","PSMB9",1
"9574","IRF1","A","SOCS1",1
"9575","IRF1","A","TAP1",1
"9576","IRF1","A","TAP2",1
"9577","IRF1","A","TNFSF10",1
"9578","IRF1","A","TP53",1
"9579","IRF2","C","CIITA",1
"9580","IRF2","C","TAP1",1
"9581","IRF2","C","ADAR",1
"9582","IRF2","C","APOL3",1
"9583","IRF2","C","CASP7",1
"9584","IRF2","C","CASP8",1
"9585","IRF2","C","NMI",1
"9586","IRF2","C","NR3C1",1
"9587","IRF2","C","AFF1",1
"9588","IRF2","C","APOL2",1
"9589","IRF2","C","ARID1B",1
"9590","IRF2","C","ATF1",1
"9591","IRF2","C","BBC3",1
"9592","IRF2","C","BTN3A1",1
"9593","IRF2","C","BTN3A3",1
"9594","IRF2","C","CEACAM1",1
"9595","IRF2","C","CEP128",1
"9596","IRF2","C","DDX3X",1
"9597","IRF2","C","DPYSL2",1
"9598","IRF2","C","FAM111A",1
"9599","IRF2","C","FAM13A",1
"9600","IRF2","C","FANCA",1
"9601","IRF2","C","FLT3LG",1
"9602","IRF2","C","FMR1",1
"9603","IRF2","C","FOXP1",1
"9604","IRF2","C","GAB1",1
"9605","IRF2","C","GALK2",1
"9606","IRF2","C","GPBP1L1",1
"9607","IRF2","C","HNRNPF",1
"9608","IRF2","C","HOXB3",1
"9609","IRF2","C","IFIT3",1
"9610","IRF2","C","IKZF4",1
"9611","IRF2","C","IL15RA",1
"9612","IRF2","C","IL1R1",1
"9613","IRF2","C","IL4",1
"9614","IRF2","C","ING1",1
"9615","IRF2","C","ISG15",1
"9616","IRF2","C","KLHL8",1
"9617","IRF2","C","MAX",1
"9618","IRF2","C","MDK",1
"9619","IRF2","C","MICB",1
"9620","IRF2","C","NFE2L2",1
"9621","IRF2","C","NFIC",1
"9622","IRF2","C","NFIX",1
"9623","IRF2","C","NOD1",1
"9624","IRF2","C","NUB1",1
"9625","IRF2","C","PARP14",1
"9626","IRF2","C","PATL1",1
"9627","IRF2","C","PER1",1
"9628","IRF2","C","PLAAT4",1
"9629","IRF2","C","PNRC2",1
"9630","IRF2","C","PRKD2",1
"9631","IRF2","C","PRPSAP1",1
"9632","IRF2","C","PTMA",1
"9633","IRF2","C","PTPN12",1
"9634","IRF2","C","RNF111",1
"9635","IRF2","C","SEMA4B",1
"9636","IRF2","C","SEMA4C",1
"9637","IRF2","C","SLC25A22",1
"9638","IRF2","C","SOCS1",1
"9639","IRF2","C","SP140L",1
"9640","IRF2","C","SRBD1",1
"9641","IRF2","C","ST6GAL1",1
"9642","IRF2","C","TAL1",1
"9643","IRF2","C","TASOR2",1
"9644","IRF2","C","TGIF1",1
"9645","IRF2","C","UBE2D3",1
"9646","IRF2","C","UBE2L6",1
"9647","IRF2","C","UBR2",1
"9648","IRF2","C","WDR74",1
"9649","IRF2","C","ZC3HAV1",1
"9650","IRF2","C","ZEB2",1
"9651","IRF2","C","ZFP36",1
"9652","IRF2","C","ZNF250",1
"9653","IRF2","C","ZNF566",1
"9654","IRF2","C","ZNF93",1
"9655","IRF3","C","CXCL10",1
"9656","IRF3","C","IFNA1",1
"9657","IRF3","C","IFNB1",1
"9658","IRF3","C","IRF7",1
"9659","IRF3","C","PURA",-1
"9660","IRF3","C","ABCA7",1
"9661","IRF3","C","APOBEC3D",1
"9662","IRF3","C","APOBEC3F",1
"9663","IRF3","C","ABCB9",1
"9664","IRF3","C","ABHD2",1
"9665","IRF3","C","AKAP8L",1
"9666","IRF3","C","ANKRD23",1
"9667","IRF3","C","APOBEC3C",1
"9668","IRF3","C","APOBEC3G",1
"9669","IRF3","C","ARL16",1
"9670","IRF3","C","BABAM1",1
"9671","IRF3","C","BCAS3",1
"9672","IRF3","C","BST2",1
"9673","IRF3","C","CCDC61",1
"9674","IRF3","C","CCL5",1
"9675","IRF3","C","CDCA3",1
"9676","IRF3","C","CEP131",1
"9677","IRF3","C","CLK3",1
"9678","IRF3","C","CNOT3",1
"9679","IRF3","C","CNPY3",1
"9680","IRF3","C","CRAMP1",1
"9681","IRF3","C","CREB3L4",1
"9682","IRF3","C","CYTH2",1
"9683","IRF3","C","DCAF15",1
"9684","IRF3","C","DDX39A",1
"9685","IRF3","C","ERCC2",1
"9686","IRF3","C","FBXO24",1
"9687","IRF3","C","FOXK2",1
"9688","IRF3","C","GLCCI1",1
"9689","IRF3","C","GPR108",1
"9690","IRF3","C","GTF3C5",1
"9691","IRF3","C","GTPBP6",1
"9692","IRF3","C","H2BC5",1
"9693","IRF3","C","HGS",1
"9694","IRF3","C","IFNL1",1
"9695","IRF3","C","KCNAB2",1
"9696","IRF3","C","KIAA0895L",1
"9697","IRF3","C","KMT5A",1
"9698","IRF3","C","KMT5C",1
"9699","IRF3","C","LMBR1L",1
"9700","IRF3","C","LRRC45",1
"9701","IRF3","C","MED24",1
"9702","IRF3","C","MVD",1
"9703","IRF3","C","NARF",1
"9704","IRF3","C","NUBP2",1
"9705","IRF3","C","PABPN1",1
"9706","IRF3","C","PHPT1",1
"9707","IRF3","C","PRPF31",1
"9708","IRF3","C","RAB11B",1
"9709","IRF3","C","RAB4B",1
"9710","IRF3","C","RFX1",1
"9711","IRF3","C","RHPN1",1
"9712","IRF3","C","RPL18A",1
"9713","IRF3","C","SHARPIN",1
"9714","IRF3","C","SLC25A28",1
"9715","IRF3","C","TCF3",1
"9716","IRF3","C","TEPSIN",1
"9717","IRF3","C","TMEM160",1
"9718","IRF3","C","TMEM161A",1
"9719","IRF3","C","TMEM94",1
"9720","IRF3","C","TPCN1",1
"9721","IRF3","C","TRAF2",1
"9722","IRF3","C","TYK2",1
"9723","IRF3","C","WBP1",1
"9724","IRF3","C","XRCC3",1
"9725","IRF3","C","ZNF574",1
"9726","IRF3","C","ZNF691",1
"9727","IRF3","C","ZNF775",1
"9728","IRF3","C","ZNF875",1
"9729","IRF4","C","CD68",-1
"9730","IRF4","C","FCER2",1
"9731","IRF4","C","BLK",1
"9732","IRF4","C","CFLAR",1
"9733","IRF4","C","CIITA",1
"9734","IRF4","C","ELF4",1
"9735","IRF4","C","FCRL5",1
"9736","IRF4","C","ITGB7",1
"9737","IRF4","C","AFF1",1
"9738","IRF4","C","AHCYL2",1
"9739","IRF4","C","ARHGAP24",1
"9740","IRF4","C","CAST",1
"9741","IRF4","C","CCDC88C",1
"9742","IRF4","C","CDYL",1
"9743","IRF4","C","CTNND2",1
"9744","IRF4","C","CTSC",1
"9745","IRF4","C","CYTH1",1
"9746","IRF4","C","CYTIP",1
"9747","IRF4","C","DGKG",1
"9748","IRF4","C","DIS3L2",1
"9749","IRF4","C","DOCK10",1
"9750","IRF4","C","DTNB",1
"9751","IRF4","C","ELMO1",1
"9752","IRF4","C","ERN1",1
"9753","IRF4","C","GDI2",1
"9754","IRF4","C","GRAMD2B",1
"9755","IRF4","C","IGF1R",1
"9756","IRF4","C","IKZF1",1
"9757","IRF4","C","IKZF3",1
"9758","IRF4","C","IL16",1
"9759","IRF4","C","JAK1",1
"9760","IRF4","C","JARID2",1
"9761","IRF4","C","KALRN",1
"9762","IRF4","C","KBTBD8",1
"9763","IRF4","C","KLHL6",1
"9764","IRF4","C","KSR1",1
"9765","IRF4","C","LPP",1
"9766","IRF4","C","MGLL",1
"9767","IRF4","C","NFKBIZ",1
"9768","IRF4","C","NIBAN1",1
"9769","IRF4","C","NLRC5",1
"9770","IRF4","C","OSBPL3",1
"9771","IRF4","C","PBX1",1
"9772","IRF4","C","PEAK1",1
"9773","IRF4","C","PIEZO2",1
"9774","IRF4","C","PIK3AP1",1
"9775","IRF4","C","PLXNC1",1
"9776","IRF4","C","POU2AF1",1
"9777","IRF4","C","PPP2R5C",1
"9778","IRF4","C","PTK2B",1
"9779","IRF4","C","RABGAP1L",1
"9780","IRF4","C","RAPGEF6",1
"9781","IRF4","C","RHOH",1
"9782","IRF4","C","RTN4",1
"9783","IRF4","C","SAMD4A",1
"9784","IRF4","C","SLAMF7",1
"9785","IRF4","C","SMARCA2",1
"9786","IRF4","C","SMG6",1
"9787","IRF4","C","SORBS1",1
"9788","IRF4","C","SORL1",1
"9789","IRF4","C","SP100",1
"9790","IRF4","C","SP140",1
"9791","IRF4","C","TCF4",1
"9792","IRF4","C","TENM2",1
"9793","IRF4","C","TENM4",1
"9794","IRF4","C","TXNDC11",1
"9795","IRF4","C","ZEB1",1
"9796","IRF4","C","ZNF365",1
"9797","IRF7","D","CXCL10",1
"9798","IRF7","D","IFNA1",1
"9799","IRF7","D","IFNA13",1
"9800","IRF7","D","IFNA2",1
"9801","IRF7","D","IFNB1",1
"9802","IRF7","D","ATF4",1
"9803","IRF7","D","CCL5",1
"9804","IRF7","D","CD80",1
"9805","IRF7","D","IFNL1",1
"9806","IRF7","D","IFNL2",1
"9807","IRF7","D","IFNL3",1
"9808","IRF7","D","NR1H4",1
"9809","IRF8","D","CD68",-1
"9810","IRF8","D","CYBB",1
"9811","IRF8","D","IL12A",1
"9812","IRF8","D","NCF2",1
"9813","IRF8","D","NF1",1
"9814","IRF8","D","TLR3",-1
"9815","IRF8","D","TLR4",1
"9816","IRF8","D","CFLAR",1
"9817","IRF8","D","CIITA",1
"9818","IRF8","D","DAB2",1
"9819","IRF8","D","GAS2",-1
"9820","IRF8","D","IGF1",1
"9821","IRF8","D","IL10",1
"9822","IRF8","D","IL1B",1
"9823","IRF9","B","IFIT3",1
"9824","IRF9","B","IL27",-1
"9825","IRF9","B","IRF7",1
"9826","IRF9","B","PML",1
"9827","IRF9","B","ADAR",1
