"","tf","confidence","target","mor"
"23798","ZNF175","D","ELL2",1
"23799","ZNF175","D","ELMO1",1
"23800","ZNF175","D","ELOCP28",1
"23801","ZNF175","D","EPAS1",1
"23802","ZNF175","D","EPB41L2",1
"23803","ZNF175","D","ERCC1",1
"23804","ZNF175","D","ERGIC1",1
"23805","ZNF175","D","ERN1",1
"23806","ZNF175","D","ETV4",1
"23807","ZNF175","D","ETV5",1
"23808","ZNF175","D","ETV6",1
"23809","ZNF175","D","EVA1A",1
"23810","ZNF175","D","FAH",1
"23811","ZNF175","D","FAM102A",1
"23812","ZNF175","D","FAM117A",1
"23813","ZNF175","D","FAM13A",1
"23814","ZNF175","D","FAT1",1
"23815","ZNF175","D","FERMT2",1
"23816","ZNF175","D","FGFR3",1
"23817","ZNF175","D","FGGY",1
"23818","ZNF175","D","FGL1",1
"23819","ZNF175","D","FHAD1",1
"23820","ZNF175","D","FILIP1L",1
"23821","ZNF175","D","FLNB",1
"23822","ZNF175","D","FMNL2",1
"23823","ZNF175","D","FN1",1
"23824","ZNF175","D","FNDC3B",1
"23825","ZNF175","D","FOXN3",1
"23826","ZNF175","D","FOXO1",1
"23827","ZNF175","D","FOXO3",1
"23828","ZNF175","D","FOXP1",1
"23829","ZNF175","D","FRY",1
"23830","ZNF175","D","FST",1
"23831","ZNF175","D","GAB2",1
"23832","ZNF175","D","GADD45A",1
"23833","ZNF175","D","GATAD2A",1
"23834","ZNF175","D","GDF15",1
"23835","ZNF175","D","GNA12",1
"23836","ZNF175","D","GPRC5C",1
"23837","ZNF175","D","GRAMD2B",1
"23838","ZNF175","D","GRB10",1
"23839","ZNF175","D","GREB1",1
"23840","ZNF175","D","GSE1",1
"23841","ZNF175","D","GSN",1
"23842","ZNF175","D","H3C9P",1
"23843","ZNF175","D","HCG20",1
"23844","ZNF175","D","HDAC4",1
"23845","ZNF175","D","HERPUD1",1
"23846","ZNF175","D","HIVEP2",1
"23847","ZNF175","D","HJV",1
"23848","ZNF175","D","HLCS",1
"23849","ZNF175","D","HLF",1
"23850","ZNF175","D","HNMT",1
"23851","ZNF175","D","HPCAL1",1
"23852","ZNF175","D","HS3ST5",1
"23853","ZNF175","D","IGF1R",1
"23854","ZNF175","D","IGF2BP3",1
"23855","ZNF175","D","IL1R1",1
"23856","ZNF175","D","INPP1",1
"23857","ZNF175","D","INPP5D",1
"23858","ZNF175","D","INSR",1
"23859","ZNF175","D","IRF2BP2",1
"23860","ZNF175","D","ITGB2",1
"23861","ZNF175","D","ITGB5",1
"23862","ZNF175","D","ITPR1",1
"23863","ZNF175","D","ITPR2",1
"23864","ZNF175","D","JMJD1C",1
"23865","ZNF175","D","KALRN",1
"23866","ZNF175","D","KDM4C",1
"23867","ZNF175","D","KDM6B",1
"23868","ZNF175","D","KIAA0232",1
"23869","ZNF175","D","KIAA1671",1
"23870","ZNF175","D","KIFC3",1
"23871","ZNF175","D","KRT8",1
"23872","ZNF175","D","KSR1",1
"23873","ZNF175","D","LAMB1",1
"23874","ZNF175","D","LAPTM5",1
"23875","ZNF175","D","LDLR",1
"23876","ZNF175","D","LHFPL2",1
"23877","ZNF175","D","LINC",1
"23878","ZNF175","D","LINC00511",1
"23879","ZNF175","D","LINC00598",1
"23880","ZNF175","D","LINC00607",1
"23881","ZNF175","D","LINC00880",1
"23882","ZNF175","D","LINC00963",1
"23883","ZNF175","D","LINC01121",1
"23884","ZNF175","D","LINC01132",1
"23885","ZNF175","D","LINC01173",1
"23886","ZNF175","D","LINC01270",1
"23887","ZNF175","D","LINC01344",1
"23888","ZNF175","D","LINC01348",1
"23889","ZNF175","D","LINC01354",1
"23890","ZNF175","D","LINC01485",1
"23891","ZNF175","D","LINC01588",1
"23892","ZNF175","D","LINC01816",1
"23893","ZNF175","D","LITAF",1
"23894","ZNF175","D","LMNA",1
"23895","ZNF175","D","LPP",1
"23896","ZNF175","D","LRBA",1
"23897","ZNF175","D","LRCH1",1
"23898","ZNF175","D","LRP5",1
"23899","ZNF175","D","LRRC8D",1
"23900","ZNF175","D","LRRFIP1",1
"23901","ZNF175","D","LSM4",1
"23902","ZNF175","D","MACF1",1
"23903","ZNF175","D","MAD1L1",1
"23904","ZNF175","D","MAP1LC3B",1
"23905","ZNF175","D","MAP4K4",1
"23906","ZNF175","D","MARF1",1
"23907","ZNF175","D","MBNL1",1
"23908","ZNF175","D","MBNL3",1
"23909","ZNF175","D","MCF2L",1
"23910","ZNF175","D","MED15",1
"23911","ZNF175","D","MEF2D",1
"23912","ZNF175","D","METAP1D",1
"23913","ZNF175","D","MGRN1",1
"23914","ZNF175","D","MICAL2",1
"23915","ZNF175","D","MIDEAS",1
"23916","ZNF175","D","MIR3692",1
"23917","ZNF175","D","MKNK2",1
"23918","ZNF175","D","MLPH",1
"23919","ZNF175","D","MME",1
"23920","ZNF175","D","MRPS27",1
"23921","ZNF175","D","MSI2",1
"23922","ZNF175","D","MTR",1
"23923","ZNF175","D","MTSS1",1
"23924","ZNF175","D","MVB12B",1
"23925","ZNF175","D","MXD1",1
"23926","ZNF175","D","MXI1",1
"23927","ZNF175","D","MYH9",1
"23928","ZNF175","D","MYLK",1
"23929","ZNF175","D","MYOM1",1
"23930","ZNF175","D","NAV2",1
"23931","ZNF175","D","NCOA2",1
"23932","ZNF175","D","NCOA4",1
"23933","ZNF175","D","NCOA7",1
"23934","ZNF175","D","NCOR2",1
"23935","ZNF175","D","NDEL1",1
"23936","ZNF175","D","NDST1",1
"23937","ZNF175","D","NDUFAF6",1
"23938","ZNF175","D","NEAT1",1
"23939","ZNF175","D","NEDD4L",1
"23940","ZNF175","D","NEDD9",1
"23941","ZNF175","D","NEK6",1
"23942","ZNF175","D","NFASC",1
"23943","ZNF175","D","NFE2L2",1
"23944","ZNF175","D","NFIA",1
"23945","ZNF175","D","NFIC",1
"23946","ZNF175","D","NFIL3",1
"23947","ZNF175","D","NFIX",1
"23948","ZNF175","D","NFYC",1
"23949","ZNF175","D","NHSL1",1
"23950","ZNF175","D","NOL4L",1
"23951","ZNF175","D","NR1H3",1
"23952","ZNF175","D","NR2F2",1
"23953","ZNF175","D","NRP1",1
"23954","ZNF175","D","NT5C2",1
"23955","ZNF175","D","NTF3",1
"23956","ZNF175","D","NTMT1",1
"23957","ZNF175","D","NUDC",1
"23958","ZNF175","D","NXN",1
"23959","ZNF175","D","OSBPL10",1
"23960","ZNF175","D","OSBPL3",1
"23961","ZNF175","D","PACSIN2",1
"23962","ZNF175","D","PARN",1
"23963","ZNF175","D","PC",1
"23964","ZNF175","D","PCBP1",1
"23965","ZNF175","D","PCK1",1
"23966","ZNF175","D","PCSK6",1
"23967","ZNF175","D","PDE4D",1
"23968","ZNF175","D","PDIK1L",1
"23969","ZNF175","D","PDLIM5",1
"23970","ZNF175","D","PERP",1
"23971","ZNF175","D","PHACTR2",1
"23972","ZNF175","D","PIK3AP1",1
"23973","ZNF175","D","PIK3R1",1
"23974","ZNF175","D","PIM1",1
"23975","ZNF175","D","PIP5K1B",1
"23976","ZNF175","D","PKDCC",1
"23977","ZNF175","D","PLA2G6",1
"23978","ZNF175","D","PLB1",1
"23979","ZNF175","D","PLCB1",1
"23980","ZNF175","D","PLD1",1
"23981","ZNF175","D","PLEC",1
"23982","ZNF175","D","PLEKHM3",1
"23983","ZNF175","D","PLIN2",1
"23984","ZNF175","D","PLPP3",1
"23985","ZNF175","D","PLXNA2",1
"23986","ZNF175","D","PNKD",1
"23987","ZNF175","D","POR",1
"23988","ZNF175","D","PPFIBP2",1
"23989","ZNF175","D","PPP3CA",1
"23990","ZNF175","D","PRKCE",1
"23991","ZNF175","D","PRKCH",1
"23992","ZNF175","D","PRPF31",1
"23993","ZNF175","D","PSAT1",1
"23994","ZNF175","D","PTK2",1
"23995","ZNF175","D","PTK2B",1
"23996","ZNF175","D","PTP4A1",1
"23997","ZNF175","D","PTP4A2",1
"23998","ZNF175","D","PTPRK",1
"23999","ZNF175","D","PTTG1IP",1
"24000","ZNF175","D","PVT1",1
"24001","ZNF175","D","RAB11FIP4",1
"24002","ZNF175","D","RAB27A",1
"24003","ZNF175","D","RAB31",1
"24004","ZNF175","D","RAD51B",1
"24005","ZNF175","D","RAI1",1
"24006","ZNF175","D","RAPGEF1",1
"24007","ZNF175","D","RAPGEF5",1
"24008","ZNF175","D","RARA",1
"24009","ZNF175","D","RASSF4",1
"24010","ZNF175","D","RBCK1",1
"24011","ZNF175","D","RBFOX2",1
"24012","ZNF175","D","RBPMS",1
"24013","ZNF175","D","RCL1",1
"24014","ZNF175","D","RELN",1
"24015","ZNF175","D","RERE",1
"24016","ZNF175","D","RFC1",1
"24017","ZNF175","D","RFFL",1
"24018","ZNF175","D","RGS3",1
"24019","ZNF175","D","RHO",1
"24020","ZNF175","D","RHOBTB3",1
"24021","ZNF175","D","RHOF",1
"24022","ZNF175","D","RN7SL636P",1
"24023","ZNF175","D","RN7SL653P",1
"24024","ZNF175","D","RNF157",1
"24025","ZNF175","D","RNF43",1
"24026","ZNF175","D","RNU5B-1",1
"24027","ZNF175","D","RP6",1
"24028","ZNF175","D","RPGR",1
"24029","ZNF175","D","RREB1",1
"24030","ZNF175","D","RTN4",1
"24031","ZNF175","D","RUNX1",1
"24032","ZNF175","D","SAMD4A",1
"24033","ZNF175","D","SARDH",1
"24034","ZNF175","D","SCARB1",1
"24035","ZNF175","D","SDC2",1
"24036","ZNF175","D","SEC14L1",1
"24037","ZNF175","D","SECTM1",1
"24038","ZNF175","D","SEPTIN9",1
"24039","ZNF175","D","SERPINA1",1
"24040","ZNF175","D","SERPINE1",1
"24041","ZNF175","D","SERTAD2",1
"24042","ZNF175","D","SFXN5",1
"24043","ZNF175","D","SH2D6",1
"24044","ZNF175","D","SH3BP4",1
"24045","ZNF175","D","SH3GL1",1
"24046","ZNF175","D","SH3KBP1",1
"24047","ZNF175","D","SH3PXD2A",1
"24048","ZNF175","D","SH3TC1",1
"24049","ZNF175","D","SKI",1
"24050","ZNF175","D","SLC13A3",1
"24051","ZNF175","D","SLC13A5",1
"24052","ZNF175","D","SLC22A23",1
"24053","ZNF175","D","SLC35F6",1
"24054","ZNF175","D","SLC38A2",1
"24055","ZNF175","D","SLC39A11",1
"24056","ZNF175","D","SLC43A2",1
"24057","ZNF175","D","SLC44A1",1
"24058","ZNF175","D","SLC7A5",1
"24059","ZNF175","D","SLC7A7",1
"24060","ZNF175","D","SMAD3",1
"24061","ZNF175","D","SMAD7",1
"24062","ZNF175","D","SMAP2",1
"24063","ZNF175","D","SMOC1",1
"24064","ZNF175","D","SMOX",1
"24065","ZNF175","D","SNTB1",1
"24066","ZNF175","D","SNX5",1
"24067","ZNF175","D","SNX9",1
"24068","ZNF175","D","SORBS1",1
"24069","ZNF175","D","SORBS2",1
"24070","ZNF175","D","SOX6",1
"24071","ZNF175","D","SPAG9",1
"24072","ZNF175","D","SPATA13",1
"24073","ZNF175","D","SPATS2L",1
"24074","ZNF175","D","SPIRE2",1
"24075","ZNF175","D","SPRED2",1
"24076","ZNF175","D","SPTBN1",1
"24077","ZNF175","D","SQSTM1",1
"24078","ZNF175","D","SRC",1
"24079","ZNF175","D","SREBF1",1
"24080","ZNF175","D","SREBF2-AS1",1
"24081","ZNF175","D","SSUH2",1
"24082","ZNF175","D","ST3GAL1",1
"24083","ZNF175","D","ST3GAL2",1
"24084","ZNF175","D","ST6GAL1",1
"24085","ZNF175","D","ST7",1
"24086","ZNF175","D","STARD10",1
"24087","ZNF175","D","STAT3",1
"24088","ZNF175","D","STIM1",1
"24089","ZNF175","D","STXBP5",1
"24090","ZNF175","D","SULT2B1",1
"24091","ZNF175","D","SUSD6",1
"24092","ZNF175","D","SYN3",1
"24093","ZNF175","D","SYNE1",1
"24094","ZNF175","D","SYNJ2",1
"24095","ZNF175","D","TACC1",1
"24096","ZNF175","D","TACC2",1
"24097","ZNF175","D","TACC3",1
"24098","ZNF175","D","TBC1D1",1
"24099","ZNF175","D","TBC1D14",1
"24100","ZNF175","D","TBC1D4",1
"24101","ZNF175","D","TBC1D8",1
"24102","ZNF175","D","TECTB",1
"24103","ZNF175","D","TESC",1
"24104","ZNF175","D","TEX2",1
"24105","ZNF175","D","TFEB",1
"24106","ZNF175","D","TGFBR3",1
"24107","ZNF175","D","TGIF1",1
"24108","ZNF175","D","TGM2",1
"24109","ZNF175","D","THADA",1
"24110","ZNF175","D","TJP2",1
"24111","ZNF175","D","TLE1",1
"24112","ZNF175","D","TLK1",1
"24113","ZNF175","D","TMEM245",1
"24114","ZNF175","D","TNFAIP8",1
"24115","ZNF175","D","TNS3",1
"24116","ZNF175","D","TOM1",1
"24117","ZNF175","D","TP53BP2",1
"24118","ZNF175","D","TPCN1",1
"24119","ZNF175","D","TPM4",1
"24120","ZNF175","D","TRAK1",1
"24121","ZNF175","D","TRAPPC9",1
"24122","ZNF175","D","TRIB1",1
"24123","ZNF175","D","TRIB3",1
"24124","ZNF175","D","TTC7A",1
"24125","ZNF175","D","TTYH3",1
"24126","ZNF175","D","UBC",1
"24127","ZNF175","D","UQCC1",1
"24128","ZNF175","D","UTRN",1
"24129","ZNF175","D","VASP",1
"24130","ZNF175","D","VAV2",1
"24131","ZNF175","D","VCAN",1
"24132","ZNF175","D","VGLL4",1
"24133","ZNF175","D","VILL",1
"24134","ZNF175","D","VMP1",1
"24135","ZNF175","D","VPS13D",1
"24136","ZNF175","D","WIPI1",1
"24137","ZNF175","D","WWC1",1
"24138","ZNF175","D","WWC2",1
"24139","ZNF175","D","WWP2",1
"24140","ZNF175","D","XXYLT1",1
"24141","ZNF175","D","YAP1",1
"24142","ZNF175","D","ZBTB20",1
"24143","ZNF175","D","ZBTB38",1
"24144","ZNF175","D","ZC3H4",1
"24145","ZNF175","D","ZDHHC14",1
"24146","ZNF175","D","ZFHX3",1
"24147","ZNF175","D","ZFP36L1",1
"24148","ZNF175","D","ZFP36L2",1
"24149","ZNF175","D","ZMIZ1",1
"24150","ZNF175","D","ZMYND8",1
"24151","ZNF175","D","ZNF217",1
"24152","ZNF175","D","ZNF608",1
"24153","ZNF175","D","ZNRF3",1
"24154","ZNF197","D","RTF1",1
"24155","ZNF197","D","TMTC3",1
"24156","ZNF197","D","TNKS",1
"24157","ZNF197","D","UBXN4",1
"24158","ZNF197","D","VCPIP1",1
"24159","ZNF197","D","ZC3H7A",1
"24160","ZNF197","D","ABCB10",1
"24161","ZNF197","D","AC002480.2",1
"24162","ZNF197","D","AC002543.2",1
"24163","ZNF197","D","AC005083.1",1
"24164","ZNF197","D","AC006466.5",1
"24165","ZNF197","D","AC006486.10",1
"24166","ZNF197","D","AC012306.2",1
"24167","ZNF197","D","AC013472.4",1
"24168","ZNF197","D","AC013474.4",1
"24169","ZNF197","D","AC073621.2",1
"24170","ZNF197","D","AC087294.2",1
"24171","ZNF197","D","AC116366.5",1
"24172","ZNF197","D","ACACA",1
"24173","ZNF197","D","ACACB",1
"24174","ZNF197","D","ACP6",1
"24175","ZNF197","D","ADAM9",1
"24176","ZNF197","D","ADAMTS14",1
"24177","ZNF197","D","ADAT3",1
"24178","ZNF197","D","ADGRB3",1
"24179","ZNF197","D","AHCYL2",1
"24180","ZNF197","D","AHI1",1
"24181","ZNF197","D","AIFM2",1
"24182","ZNF197","D","AK4P3",1
"24183","ZNF197","D","AKT1S1",1
"24184","ZNF197","D","ALAS2",1
"24185","ZNF197","D","ALDH1A2",1
"24186","ZNF197","D","ALDH1L1",1
"24187","ZNF197","D","AMMECR1",1
"24188","ZNF197","D","ANKMY1",1
"24189","ZNF197","D","ANKS6",1
"24190","ZNF197","D","AP2A2",1
"24191","ZNF197","D","AP2S1",1
"24192","ZNF197","D","AP3B2",1
"24193","ZNF197","D","ARHGAP22",1
"24194","ZNF197","D","ARID4A",1
"24195","ZNF197","D","ASIC1",1
"24196","ZNF197","D","ATP2C2",1
"24197","ZNF197","D","ATP5F1E",1
"24198","ZNF197","D","ATXN7L3",1
"24199","ZNF197","D","AXDND1",1
"24200","ZNF197","D","BANP",1
"24201","ZNF197","D","BCAT2",1
"24202","ZNF197","D","BLOC1S4",1
"24203","ZNF197","D","BOD1",1
"24204","ZNF197","D","BRD3",1
"24205","ZNF197","D","BTBD9",1
"24206","ZNF197","D","BZW2",1
"24207","ZNF197","D","C11ORF24",1
"24208","ZNF197","D","C12ORF43",1
"24209","ZNF197","D","C17ORF58",1
"24210","ZNF197","D","C19ORF70",1
"24211","ZNF197","D","C1ORF137",1
"24212","ZNF197","D","C1ORF159",1
"24213","ZNF197","D","C3orf86",1
"24214","ZNF197","D","CA12",1
"24215","ZNF197","D","CACNG3",1
"24216","ZNF197","D","CALCOCO1",1
"24217","ZNF197","D","CALCOCO2",1
"24218","ZNF197","D","CALM3",1
"24219","ZNF197","D","CANT1",1
"24220","ZNF197","D","CASZ1",1
"24221","ZNF197","D","CCDC124",1
"24222","ZNF197","D","CCDC163",1
"24223","ZNF197","D","CCDC174",1
"24224","ZNF197","D","CCDC90B",1
"24225","ZNF197","D","CD84",1
"24226","ZNF197","D","CDC45",1
"24227","ZNF197","D","CDH23",1
"24228","ZNF197","D","CDK19",1
"24229","ZNF197","D","CDK5RAP2",1
"24230","ZNF197","D","CELF4",1
"24231","ZNF197","D","CEP290",1
"24232","ZNF197","D","CFLAR",1
"24233","ZNF197","D","CHD4",1
"24234","ZNF197","D","CHMP4B",1
"24235","ZNF197","D","CLCA1",1
"24236","ZNF197","D","CLPB",1
"24237","ZNF197","D","CLPX",1
"24238","ZNF197","D","CLSTN1",1
"24239","ZNF197","D","COL18A1",1
"24240","ZNF197","D","COL4A2",1
"24241","ZNF197","D","CORO1C",1
"24242","ZNF197","D","CPLX2",1
"24243","ZNF197","D","CRADD",1
"24244","ZNF197","D","CRPPA",1
"24245","ZNF197","D","CRTC2",1
"24246","ZNF197","D","CRYBG2",1
"24247","ZNF197","D","CSNK2B",1
"24248","ZNF197","D","CTBP1",1
"24249","ZNF197","D","CTC",1
"24250","ZNF197","D","CTD",1
"24251","ZNF197","D","CUL4A",1
"24252","ZNF197","D","CXCL2",1
"24253","ZNF197","D","CXXC1",1
"24254","ZNF197","D","CYB5R4",1
"24255","ZNF197","D","CYP4A22",1
"24256","ZNF197","D","DAZAP1",1
"24257","ZNF197","D","DCAKD",1
"24258","ZNF197","D","DCK",1
"24259","ZNF197","D","DDX17",1
"24260","ZNF197","D","DEDD",1
"24261","ZNF197","D","DGCR8",1
"24262","ZNF197","D","DHX40",1
"24263","ZNF197","D","DLGAP1",1
"24264","ZNF197","D","DLGAP3",1
"24265","ZNF197","D","DNAJB2",1
"24266","ZNF197","D","DOLPP1",1
"24267","ZNF197","D","DRC7",1
"24268","ZNF197","D","DUSP28",1
"24269","ZNF197","D","DYNC1LI2",1
"24270","ZNF197","D","DYNC2I2",1
"24271","ZNF197","D","EFNA4",1
"24272","ZNF197","D","EIF2AK1",1
"24273","ZNF197","D","EMILIN1",1
"24274","ZNF197","D","EPB41",1
"24275","ZNF197","D","EPHA10",1
"24276","ZNF197","D","ERMN",1
"24277","ZNF197","D","ERVK3",1
"24278","ZNF197","D","EVL",1
"24279","ZNF197","D","EXOC6",1
"24280","ZNF197","D","FAM117A",1
"24281","ZNF197","D","FAM155A",1
"24282","ZNF197","D","FAM24A",1
"24283","ZNF197","D","FASN",1
"24284","ZNF197","D","FASTKD1",1
"24285","ZNF197","D","FBXL19",1
"24286","ZNF197","D","FBXL5",1
"24287","ZNF197","D","FBXO42",1
"24288","ZNF197","D","FCHSD2",1
"24289","ZNF197","D","FDPSP5",1
"24290","ZNF197","D","FEM1A",1
"24291","ZNF197","D","FLNB",1
"24292","ZNF197","D","FLYWCH1",1
"24293","ZNF197","D","FNBP1P1",1
"24294","ZNF197","D","FTO",1
"24295","ZNF197","D","FYCO1",1
"24296","ZNF197","D","FZD5",1
"24297","ZNF197","D","GAREM2",1
"24298","ZNF197","D","GFER",1
"24299","ZNF197","D","GFM1",1
"24300","ZNF197","D","GFRA4",1
"24301","ZNF197","D","GFUS",1
"24302","ZNF197","D","GJB5",1
"24303","ZNF197","D","GNB1",1
"24304","ZNF197","D","GPANK1",1
"24305","ZNF197","D","GRHL1",1
"24306","ZNF197","D","GRIN2D",1
"24307","ZNF197","D","GRM8",1
"24308","ZNF197","D","GSE1",1
"24309","ZNF197","D","GTF2H4",1
"24310","ZNF197","D","GTF2I",1
"24311","ZNF197","D","HERC1",1
"24312","ZNF197","D","HIKESHI",1
"24313","ZNF197","D","HM13",1
"24314","ZNF197","D","HMBOX1",1
"24315","ZNF197","D","HMBS",1
"24316","ZNF197","D","HP1BP3",1
"24317","ZNF197","D","HPCA",1
"24318","ZNF197","D","HSD11B1L",1
"24319","ZNF197","D","HSPA9",1
"24320","ZNF197","D","HSPE1P20",1
"24321","ZNF197","D","HTR5A",1
"24322","ZNF197","D","IFNGR1",1
"24323","ZNF197","D","IFRD2",1
"24324","ZNF197","D","IGF1R",1
"24325","ZNF197","D","IGF2R",1
"24326","ZNF197","D","IGLVI",1
"24327","ZNF197","D","IKZF2",1
"24328","ZNF197","D","IL1R1",1
"24329","ZNF197","D","IL22RA2",1
"24330","ZNF197","D","IL23A",1
"24331","ZNF197","D","INSM2",1
"24332","ZNF197","D","INTS9",1
"24333","ZNF197","D","IPO13",1
"24334","ZNF197","D","JSRP1",1
"24335","ZNF197","D","KAT7",1
"24336","ZNF197","D","KBTBD2",1
"24337","ZNF197","D","KDM7A",1
"24338","ZNF197","D","KLHL32",1
"24339","ZNF197","D","KRT19P3",1
"24340","ZNF197","D","KRT8P11",1
"24341","ZNF197","D","LARS1",1
"24342","ZNF197","D","LCOR",1
"24343","ZNF197","D","LCORL",1
"24344","ZNF197","D","LEMD2",1
"24345","ZNF197","D","LHFPL4",1
"24346","ZNF197","D","LILRB1",1
"24347","ZNF197","D","LIN28A",1
"24348","ZNF197","D","LINC00489",1
"24349","ZNF197","D","LINC00824",1
"24350","ZNF197","D","LINC00870",1
"24351","ZNF197","D","LINC00880",1
"24352","ZNF197","D","LINC00996",1
"24353","ZNF197","D","LINC01134",1
"24354","ZNF197","D","LINC01270",1
"24355","ZNF197","D","LINC01344",1
"24356","ZNF197","D","LINC01413",1
"24357","ZNF197","D","LINC01485",1
"24358","ZNF197","D","LINC01564",1
"24359","ZNF197","D","LINC01768",1
"24360","ZNF197","D","LINC01778",1
"24361","ZNF197","D","LINC01925",1
"24362","ZNF197","D","LINC01993",1
"24363","ZNF197","D","LINC02022",1
"24364","ZNF197","D","LL22NC03",1
"24365","ZNF197","D","LMTK3",1
"24366","ZNF197","D","LRRC41",1
"24367","ZNF197","D","LYL1",1
"24368","ZNF197","D","LZTR1",1
"24369","ZNF197","D","MAD2L1BP",1
"24370","ZNF197","D","MADCAM1",1
"24371","ZNF197","D","MAMSTR",1
"24372","ZNF197","D","MAPRE3",1
"24373","ZNF197","D","MARK3",1
"24374","ZNF197","D","MAST1",1
"24375","ZNF197","D","MAU2",1
"24376","ZNF197","D","MAZ",1
"24377","ZNF197","D","MCAT",1
"24378","ZNF197","D","MED15",1
"24379","ZNF197","D","MEF2C",1
"24380","ZNF197","D","MESP2",1
"24381","ZNF197","D","METTL26",1
"24382","ZNF197","D","METTL3",1
"24383","ZNF197","D","MIB2",1
"24384","ZNF197","D","MIER1",1
"24385","ZNF197","D","MIGA2",1
"24386","ZNF197","D","MINDY2",1
"24387","ZNF197","D","MIR17HG",1
"24388","ZNF197","D","MIR4309",1
"24389","ZNF197","D","MIR4738",1
"24390","ZNF197","D","MIR4766",1
"24391","ZNF197","D","MLLT10",1
"24392","ZNF197","D","MMACHC",1
"24393","ZNF197","D","MRPL24",1
"24394","ZNF197","D","MRPL40",1
"24395","ZNF197","D","MRPL48",1
"24396","ZNF197","D","MRPS25",1
"24397","ZNF197","D","MXI1",1
"24398","ZNF197","D","MYCL",1
"24399","ZNF197","D","MYH9",1
"24400","ZNF197","D","NAGLU",1
"24401","ZNF197","D","NAPEPLD",1
"24402","ZNF197","D","NDUFAB1",1
"24403","ZNF197","D","NDUFS2",1
"24404","ZNF197","D","NEK6",1
"24405","ZNF197","D","NFE2",1
"24406","ZNF197","D","NKX1",1
"24407","ZNF197","D","NLK",1
"24408","ZNF197","D","NMT1",1
"24409","ZNF197","D","NOS3",1
"24410","ZNF197","D","NOXO1",1
"24411","ZNF197","D","NPAS4",1
"24412","ZNF197","D","NPRL3",1
"24413","ZNF197","D","NR3C1",1
"24414","ZNF197","D","NSD1",1
"24415","ZNF197","D","NSD2",1
"24416","ZNF197","D","NUDCD1",1
"24417","ZNF197","D","NUDT7",1
"24418","ZNF197","D","OPLAH",1
"24419","ZNF197","D","OR8G2P",1
"24420","ZNF197","D","OTUD7A",1
"24421","ZNF197","D","P4HB",1
"24422","ZNF197","D","PAFAH2",1
"24423","ZNF197","D","PANK4",1
"24424","ZNF197","D","PATZ1",1
"24425","ZNF197","D","PAXIP1",1
"24426","ZNF197","D","PCBP1",1
"24427","ZNF197","D","PDE4C",1
"24428","ZNF197","D","PEX26",1
"24429","ZNF197","D","PHB",1
"24430","ZNF197","D","PHF13",1
"24431","ZNF197","D","PHF21A",1
"24432","ZNF197","D","PIPOX",1
"24433","ZNF197","D","PKNOX1",1
"24434","ZNF197","D","PLAAT4",1
"24435","ZNF197","D","PLEKHF2",1
"24436","ZNF197","D","PNPLA6",1
"24437","ZNF197","D","POLD4",1
"24438","ZNF197","D","PP7080",1
"24439","ZNF197","D","PPBPP2",1
"24440","ZNF197","D","PPP1R12C",1
"24441","ZNF197","D","PPP5D1",1
"24442","ZNF197","D","PRAME",1
"24443","ZNF197","D","PRCC",1
"24444","ZNF197","D","PREPL",1
"24445","ZNF197","D","PRKAB1",1
"24446","ZNF197","D","PRKCA",1
"24447","ZNF197","D","PRKCSH",1
"24448","ZNF197","D","PRPF31",1
"24449","ZNF197","D","PRPF8",1
"24450","ZNF197","D","PSME2P6",1
"24451","ZNF197","D","PTBP1",1
"24452","ZNF197","D","PTBP3",1
"24453","ZNF197","D","PTDSS2",1
"24454","ZNF197","D","PTK2",1
"24455","ZNF197","D","PTP4A3",1
"24456","ZNF197","D","PTPRF",1
"24457","ZNF197","D","PTPRN2",1
"24458","ZNF197","D","PUM1",1
"24459","ZNF197","D","PYCR2",1
"24460","ZNF197","D","RAB14",1
"24461","ZNF197","D","RAB7A",1
"24462","ZNF197","D","RABAC1",1
"24463","ZNF197","D","RABGAP1L",1
"24464","ZNF197","D","RALBP1",1
"24465","ZNF197","D","RALGDS",1
"24466","ZNF197","D","RANBP10",1
"24467","ZNF197","D","RBL1",1
"24468","ZNF197","D","RCSD1",1
"24469","ZNF197","D","RELN",1
"24470","ZNF197","D","RHO",1
"24471","ZNF197","D","RHOBTB3",1
"24472","ZNF197","D","RIN3",1
"24473","ZNF197","D","RN7SL204P",1
"24474","ZNF197","D","RNA5SP117",1
"24475","ZNF197","D","RNA5SP404",1
"24476","ZNF197","D","RNA5SP60",1
"24477","ZNF197","D","RNF130",1
"24478","ZNF197","D","RNU11",1
"24479","ZNF197","D","RNU5D-1",1
"24480","ZNF197","D","RNU6-1",1
"24481","ZNF197","D","RP1",1
"24482","ZNF197","D","RP6",1
"24483","ZNF197","D","RPARP",1
"24484","ZNF197","D","RPGR",1
"24485","ZNF197","D","RPGRIP1L",1
"24486","ZNF197","D","RPS26",1
"24487","ZNF197","D","RPS4XP19",1
"24488","ZNF197","D","RUFY1",1
"24489","ZNF197","D","RYK",1
"24490","ZNF197","D","SAFB2",1
"24491","ZNF197","D","SCAF1",1
"24492","ZNF197","D","SCAMP4",1
"24493","ZNF197","D","SCAMP5",1
"24494","ZNF197","D","SCRT1",1
"24495","ZNF197","D","SCYL3",1
"24496","ZNF197","D","SDC3",1
